2026-04-29 15:25:02 | ktp@rezeknesnovads.lv | File: 010451-2026-04-28mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-04-29 15:25:02 | info@allatherm.com | File: 010451-2026-04-28mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-04-29 15:25:02 | donatas.mishkinis@allatherm.com | File: 010451-2026-04-28mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-04-29 15:25:02 | info@mssupport.lv | File: 010451-2026-04-28mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-04-29 15:25:02 | inga.riekstina@laci.lv | File: 010451-2026-04-28mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-04-29 15:25:02 | atlase@vamoic.gov.lv | File: 010451-2026-04-28mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-04-29 15:25:02 | mara.lidumniece@jurmalasslimnica.lv | File: 010451-2026-04-28mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-04-29 15:25:02 | info@allatherm.com | File: 010451-2026-04-28mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-04-29 15:25:02 | donatas.mishkinis@allatherm.com | File: 010451-2026-04-28mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-04-29 15:25:02 | personals@jelgavasnovads.lv | File: 010451-2026-04-28mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-04-29 15:25:02 | info@space73.eu | File: 010451-2026-04-28mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-04-29 15:25:02 | cv@biuro.lv | File: 010451-2026-04-28mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-04-29 15:25:02 | sietins@ogresnovads.lv | File: 010451-2026-04-28mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-04-29 15:25:02 | zeltasietins@ogresnovads.lv | File: 010451-2026-04-28mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-04-29 15:25:02 | labanausks@inbox.lv | File: 010451-2026-04-28mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-04-29 15:25:03 | anastasija.katkovska@malnavaskoledza.lv | File: 010451-2026-04-28mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-04-29 15:25:03 | vadiba@feders.lv | File: 010451-2026-04-28mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-04-29 15:25:03 | aivars@avotini.lv | File: 010451-2026-04-28mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-04-29 15:25:03 | atlase@lm.gov.lv | File: 010451-2026-04-28mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-04-29 15:25:03 | piegade@reller.lv | File: 010451-2026-04-28mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-04-29 15:25:03 | rollwell@inbox.lv | File: 010451-2026-04-28mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-04-29 15:25:03 | bangaltd@bangaltd.lv | File: 010451-2026-04-28mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-04-29 15:25:03 | vakances@valic.gov.lv | File: 010451-2026-04-28mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-04-29 15:25:03 | helena.prauda@barintiesa.jelgava.lv | File: 010451-2026-04-28mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-04-29 15:25:03 | vakances@valic.gov.lv | File: 010451-2026-04-28mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-04-29 15:25:03 | karen.carbonenergysystems@inbox.lv | File: 010451-2026-04-28mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-04-29 15:25:07 | darbs@astarte.lv | File: 010451-2026-04-28mail.txt | SenderID: 2 | Status: Success (en)
2026-04-29 15:25:08 | kalejidl@inbox.lv | File: 010451-2026-04-28mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-04-29 15:25:08 | info@ramdac.lv | File: 010451-2026-04-28mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-04-29 15:25:08 | birojs@ahopeat.com | File: 010451-2026-04-28mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-04-29 15:25:08 | info@agandros.com | File: 010451-2026-04-28mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-04-29 15:25:08 | info@src.lv | File: 010451-2026-04-28mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-04-29 15:25:08 | normunds.zvirgzdins@src.lv | File: 010451-2026-04-28mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-04-29 15:25:08 | personals@rujienassaldejums.lv | File: 010451-2026-04-28mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-04-29 15:25:08 | aija.bumane@mil.lv | File: 010451-2026-04-28mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-04-29 15:25:08 | marina@trendsetters.lv | File: 010451-2026-04-28mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-04-29 15:25:08 | piejura@piejuraatkritumi.lv | File: 010451-2026-04-28mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-04-29 15:25:08 | karlis.langis@gmail.com | File: 010451-2026-04-28mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-04-29 15:25:08 | konkurss@lgia.gov.lv | File: 010451-2026-04-28mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-04-29 15:25:08 | info@lgia.gov.lv | File: 010451-2026-04-28mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-04-29 15:25:08 | pasts@lgia.gov.lv | File: 010451-2026-04-28mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-04-29 15:25:08 | andra.zubko@lgia.gov.lv | File: 010451-2026-04-28mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-04-29 15:25:08 | cv@workin.lv | File: 010451-2026-04-28mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-04-29 15:25:08 | natalja.s@workin.lv | File: 010451-2026-04-28mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-04-29 15:25:08 | vsc@iem.gov.lv | File: 010451-2026-04-28mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-04-29 15:25:08 | dasvsc@iem.gov.lv | File: 010451-2026-04-28mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-04-29 15:25:08 | vscpersonals@iem.gov.lv | File: 010451-2026-04-28mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-04-29 15:25:08 | vscdas@iem.gov.lv | File: 010451-2026-04-28mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-04-29 15:25:08 | hr@primebaltic.com | File: 010451-2026-04-28mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-04-29 15:25:08 | cv@workin.lv | File: 010451-2026-04-28mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-04-29 15:25:08 | natalja.s@workin.lv | File: 010451-2026-04-28mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-04-29 15:25:08 | vsc@iem.gov.lv | File: 010451-2026-04-28mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-04-29 15:25:08 | dasvsc@iem.gov.lv | File: 010451-2026-04-28mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-04-29 15:25:08 | inna.suhomlinova@iem.gov.lv | File: 010451-2026-04-28mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-04-29 15:25:08 | vscdas@iem.gov.lv | File: 010451-2026-04-28mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-04-29 15:25:08 | personals@dkn.lv | File: 010451-2026-04-28mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-04-29 15:25:08 | baiba.sproge@hoteljurmala.com | File: 010451-2026-04-28mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-04-29 15:25:08 | baiba.sproge@hoteljurmala.com | File: 010451-2026-04-28mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-04-29 15:25:08 | baiba.sproge@hoteljurmala.com | File: 010451-2026-04-28mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-04-29 15:25:08 | aleksey@dauer.lv | File: 010451-2026-04-28mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-04-29 15:25:08 | inga.hazevska@gmail.com | File: 010451-2026-04-28mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-04-29 15:25:08 | aprupe@svjp.lv | File: 010451-2026-04-28mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-04-29 15:25:08 | office@ask.lv | File: 010451-2026-04-28mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-04-29 15:25:08 | birojs@rehcentrsligatne.lv | File: 010451-2026-04-28mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-04-29 15:25:08 | birojs@rehcentrsligatne.lv | File: 010451-2026-04-28mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-04-29 15:25:08 | info@junge.lv | File: 010451-2026-04-28mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-04-29 15:25:08 | piejura@piejuraatkritumi.lv | File: 010451-2026-04-28mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-04-29 15:25:08 | vakance@rigasnami.lv | File: 010451-2026-04-28mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-04-29 15:25:08 | piejura@piejuraatkritumi.lv | File: 010451-2026-04-28mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-04-29 15:25:08 | info@manoria.lv | File: 010451-2026-04-28mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-04-29 15:25:08 | helena.prauda@barintiesa.jelgava.lv | File: 010451-2026-04-28mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-04-29 15:25:08 | buvserviss@inbox.lv | File: 010451-2026-04-28mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-04-29 15:25:08 | daina.igaune@rezeknesnovads.lv | File: 010451-2026-04-28mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-04-29 15:25:09 | vakances@vsaczemgale.gov.lv | File: 010451-2026-04-28mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-04-29 15:25:09 | rip.kanceleja@rs.gov.lv | File: 010451-2026-04-28mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-04-29 15:25:09 | das@rs.gov.lv | File: 010451-2026-04-28mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-04-29 15:25:09 | judite.melle@rs.gov.lv | File: 010451-2026-04-28mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-04-29 15:25:09 | akruks-t@inbox.lv | File: 010451-2026-04-28mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-04-29 15:25:09 | darbs@maxima.lv | File: 010451-2026-04-28mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-04-29 15:25:09 | atlase@1slimnica.lv | File: 010451-2026-04-28mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-04-29 15:25:09 | tenaxpanel@tenaxgrupa.lv | File: 010451-2026-04-28mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-04-29 15:25:09 | tenaxpanel@tenaxgrupa.lv | File: 010451-2026-04-28mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-04-29 15:25:09 | konkursi@nva.gov.lv | File: 010451-2026-04-28mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-04-29 15:25:09 | rip.kanceleja@rs.gov.lv | File: 010451-2026-04-28mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-04-29 15:25:09 | das@rs.gov.lv | File: 010451-2026-04-28mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-04-29 15:25:09 | judite.melle@rs.gov.lv | File: 010451-2026-04-28mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-04-29 15:25:09 | cv@pasts.lv | File: 010451-2026-04-28mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-04-29 15:25:09 | cv-cv@pasts.lv | File: 010451-2026-04-28mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-04-29 15:25:09 | cv@pasts.lv | File: 010451-2026-04-28mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-04-29 15:25:09 | personals@saldusks.lv | File: 010451-2026-04-28mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-04-29 15:25:09 | personals@saldusks.lv | File: 010451-2026-04-28mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-04-29 15:25:09 | vakance@rigasnami.lv | File: 010451-2026-04-28mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-04-29 15:25:09 | vakance@rigasnami.lv | File: 010451-2026-04-28mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-04-29 15:25:09 | pasts@ugf.gov.lv | File: 010451-2026-04-28mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-04-29 15:25:09 | abhijithsivakumar@gmail.com | File: 010451-2026-04-28mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-04-29 15:25:09 | vakance@rigasnami.lv | File: 010451-2026-04-28mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-04-29 15:25:09 | atlase@bank.lv | File: 010451-2026-04-28mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-04-29 15:25:09 | personal@vsaa.gov.lv | File: 010451-2026-04-28mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-04-29 15:25:09 | pasts@vsaa.gov.lv | File: 010451-2026-04-28mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-04-29 15:25:09 | akruks-t@inbox.lv | File: 010451-2026-04-28mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-04-29 15:25:09 | omikhaylovskaya@gmail.com | File: 010451-2026-04-28mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-04-29 15:25:09 | kancelariaint@gmail.com | File: 020400-2026-04-28mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-04-29 15:25:09 | shreyassayerhs@gmail.com | File: 020400-2026-04-28mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-04-29 15:25:09 | info@msdecor.sk | File: 020400-2026-04-28mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-04-29 15:25:09 | bozorgniamahdi@gmail.com | File: 020400-2026-04-28mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-04-29 15:25:09 | mm-job@mm-job.com | File: 020400-2026-04-28mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-04-29 15:25:09 | kocis.dominika@silfersteel.sk | File: 020400-2026-04-28mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-04-29 15:25:09 | kocis.dominika@silfersteel.sk | File: 020400-2026-04-28mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-04-29 15:25:09 | oficeslovakia@gmail.com | File: 020400-2026-04-28mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-04-29 15:25:09 | zamestnanie.spa.company@gmail.com | File: 020400-2026-04-28mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-04-29 15:25:09 | info@galileoschool.sk | File: 020400-2026-04-28mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-04-29 15:25:09 | zamestnanie.spa.company@gmail.com | File: 020400-2026-04-28mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-04-29 15:25:09 | dadla99@azet.sk | File: 020400-2026-04-28mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-04-29 15:25:09 | mmmtransportbau@gmail.com | File: 020400-2026-04-28mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-04-29 15:25:09 | dadla99@azet.sk | File: 020400-2026-04-28mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-04-29 15:25:09 | dubai@deincontainer.eu | File: 020400-2026-04-28mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-04-29 15:25:09 | marekbuchen@gmail.com | File: 020400-2026-04-28mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-04-29 15:25:09 | mtetransportsk@gmail.com | File: 020400-2026-04-28mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-04-29 15:25:09 | personalistika@agrocontract.sk | File: 020400-2026-04-28mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-04-29 15:25:09 | dadla99@azet.sk | File: 020400-2026-04-28mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-04-29 15:25:09 | personalne@trnava.sk | File: 020400-2026-04-28mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-04-29 15:25:10 | thaisabaibb@gmail.com | File: 020400-2026-04-28mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-04-29 15:25:10 | dadla99@azet.sk | File: 020400-2026-04-28mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-04-29 15:25:10 | info@skoheladvokat.sk | File: 020400-2026-04-28mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-04-29 15:25:10 | personalistika@agrocontract.sk | File: 020400-2026-04-28mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-04-29 15:25:10 | mmmtransportbau@gmail.com | File: 020400-2026-04-28mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-04-29 15:25:10 | ekonom@hotelbystra.sk | File: 020400-2026-04-28mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-04-29 15:25:10 | personalne@ccs-sk.sk | File: 020400-2026-04-28mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-04-29 15:25:10 | veronika.pullmanova@hospitalmyjava.sk | File: 020400-2026-04-28mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-04-29 15:25:10 | sekretariat@orban.sk | File: 020400-2026-04-28mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-04-29 15:25:10 | ekonom@hotelbystra.sk | File: 020400-2026-04-28mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-04-29 15:25:10 | personalne@ccs-sk.sk | File: 020400-2026-04-28mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-04-29 15:25:10 | veronika.pullmanova@hospitalmyjava.sk | File: 020400-2026-04-28mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-04-29 15:25:10 | sekretariat@orban.sk | File: 020400-2026-04-28mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-04-29 15:25:10 | info.ponfys@gmail.com | File: 020400-2026-04-28mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-04-29 15:25:10 | mperzelova@labas.sk | File: 020400-2026-04-28mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-04-29 15:25:10 | info@workers.com.ua | File: 020400-2026-04-28mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-04-29 15:25:10 | katarina.meszarosova@runtime.sk | File: 020400-2026-04-28mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-04-29 15:25:10 | info@banmdevelopment.sk | File: 020400-2026-04-28mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-04-29 15:25:10 | nika.jrmk@gmail.com | File: 020400-2026-04-28mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-04-29 15:25:10 | nika.jrmk@gmail.com | File: 020400-2026-04-28mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-04-29 15:25:10 | yvet67@gmail.com | File: 020400-2026-04-28mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-04-29 15:25:10 | yvet67@gmail.com | File: 020400-2026-04-28mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-04-29 15:25:10 | dongocanh2803@icloud.com | File: 020400-2026-04-28mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-04-29 15:25:10 | franko@kogabau.sk | File: 020400-2026-04-28mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-04-29 15:25:10 | info.atmabusiness@gmail.com | File: 020400-2026-04-28mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-04-29 15:25:10 | marcela.buckova@domovprikrizi.sk | File: 020400-2026-04-28mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-04-29 15:25:10 | office@falathpartners.sk | File: 020400-2026-04-28mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-04-29 15:25:10 | info@workers.com.ua | File: 020400-2026-04-28mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-04-29 15:25:10 | katarina.meliskova@yanfeng.com | File: 020400-2026-04-28mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-04-29 15:25:10 | bibiana.zemanikova@l1.com | File: 020400-2026-04-28mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-04-29 15:25:10 | lucia.skovranova@shpgroup.eu | File: 020400-2026-04-28mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-04-29 15:25:10 | vilcekova@lemedic.sk | File: 020400-2026-04-28mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-04-29 15:25:10 | parohova.erika@hospictn.sk | File: 020400-2026-04-28mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-04-29 15:25:10 | parohova.erika@hospictn.sk | File: 020400-2026-04-28mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-04-29 15:25:10 | parohova.erika@hospictn.sk | File: 020400-2026-04-28mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-04-29 15:25:10 | parohova.erika@hospictn.sk | File: 020400-2026-04-28mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-04-29 15:25:10 | cupkamarian@gmail.com | File: 020400-2026-04-28mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-04-29 15:25:10 | parohova.erika@hospictn.sk | File: 020400-2026-04-28mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-04-29 15:25:10 | vargova@tuko.sk | File: 020400-2026-04-28mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-04-29 15:25:10 | parohova.erika@hospictn.sk | File: 020400-2026-04-28mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-04-29 15:25:10 | dsslicartovce@gmail.com | File: 020400-2026-04-28mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-04-29 15:25:10 | armen.arm.logistics@gmail.com | File: 020400-2026-04-28mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-04-29 15:25:10 | armen.arm.logistics@gmail.com | File: 020400-2026-04-28mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
