2026-05-07 14:15:20 | denisa.panykova@handtmann.sk | File: 010527-2026-05-07mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-05-07 14:15:21 | gasica@techwood.sk | File: 010527-2026-05-07mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-05-07 14:15:21 | denisa.panykova@handtmann.sk | File: 010527-2026-05-07mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-05-07 14:15:21 | porkbellyzilina@gmail.com | File: 010527-2026-05-07mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-05-07 14:15:21 | cyril.holes@gmail.com | File: 010527-2026-05-07mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-05-07 14:15:21 | viera.beluch@samco-bts.aero | File: 010527-2026-05-07mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-05-07 14:15:21 | martina.rychla@sk.kvk-koetke.com | File: 010527-2026-05-07mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-05-07 14:15:21 | jinex@jinex.sk | File: 010527-2026-05-07mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-05-07 14:15:21 | jinex@jinex.sk | File: 010527-2026-05-07mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-05-07 14:15:21 | snadikova@filharmonia.sk | File: 010527-2026-05-07mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-05-07 14:15:21 | snadikova@filharmonia.sk | File: 010527-2026-05-07mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-05-07 14:15:21 | m.prochazkova@zwl.sk | File: 010527-2026-05-07mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-05-07 14:15:21 | praca@bojnice-hospital.sk | File: 010527-2026-05-07mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-05-07 14:15:21 | praca@bojnice-hospital.sk | File: 010527-2026-05-07mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-05-07 14:15:21 | mzdy@beky.sk | File: 010527-2026-05-07mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-05-07 14:15:21 | praca@bojnice-hospital.sk | File: 010527-2026-05-07mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-05-07 14:15:21 | praca@bojnice-hospital.sk | File: 010527-2026-05-07mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-05-07 14:15:21 | mzdy@beky.sk | File: 010527-2026-05-07mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-05-07 14:15:21 | finways.slovakia@gmail.com | File: 010527-2026-05-07mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-05-07 14:15:21 | silvia.valentinova@nudch.eu | File: 010527-2026-05-07mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-05-07 14:15:21 | jgezova@demanovarezort.sk | File: 010527-2026-05-07mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-05-07 14:15:21 | jgezova@demanovarezort.sk | File: 010527-2026-05-07mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-05-07 14:15:21 | l.godalova@farguell.com | File: 010527-2026-05-07mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-05-07 14:15:21 | jgezova@demanovarezort.sk | File: 010527-2026-05-07mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-05-07 14:15:21 | mariadendisova@gmail.com | File: 010527-2026-05-07mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-05-07 14:15:21 | sab01@azet.sk | File: 010527-2026-05-07mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-05-07 14:15:21 | stupakrado@gmail.com | File: 010527-2026-05-07mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-05-07 14:15:21 | licko@karton.sk | File: 010527-2026-05-07mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-05-07 14:15:21 | michaelavecerikova@gmail.com | File: 010527-2026-05-07mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-05-07 14:15:21 | michaelavecerikova@gmail.com | File: 010527-2026-05-07mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-05-07 14:15:21 | duchuy.vs@gmail.com | File: 010527-2026-05-07mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-05-07 14:15:21 | hakazen@gmail.com | File: 010527-2026-05-07mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-05-07 14:15:21 | duchuy.vs@gmail.com | File: 010527-2026-05-07mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-05-07 14:15:21 | ilirraqi3@gmail.com | File: 010527-2026-05-07mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-05-07 14:15:21 | ilirraqi3@gmail.com | File: 010527-2026-05-07mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-05-07 14:15:21 | duchuy.vs@gmail.com | File: 010527-2026-05-07mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-05-07 14:15:21 | immico@immiconsulty.com | File: 010527-2026-05-07mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-05-07 14:15:21 | zuzana.vrabelova@covestro.com | File: 010527-2026-05-07mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-05-07 14:15:21 | adusum.no@gmail.com | File: 010527-2026-05-07mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-05-07 14:15:21 | pgiceter@gmail.com | File: 010527-2026-05-07mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-05-07 14:15:21 | pgiceter@gmail.com | File: 010527-2026-05-07mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-05-07 14:15:21 | info@fermo.sk | File: 010527-2026-05-07mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-05-07 14:15:21 | info@siascentrumzdravia.eu | File: 010527-2026-05-07mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-05-07 14:15:21 | betania.bratislava@gmail.com | File: 010527-2026-05-07mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-05-07 14:15:21 | info@fermo.sk | File: 010527-2026-05-07mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-05-07 14:15:21 | lubica.gubricova@grandriverpark.com | File: 010527-2026-05-07mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-05-07 14:15:21 | katarina.marafkova@fermo.sk | File: 010527-2026-05-07mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-05-07 14:15:21 | zakova@torson.sk | File: 010527-2026-05-07mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-05-07 14:15:21 | ezop.mzdy@gmail.com | File: 010527-2026-05-07mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-05-07 14:15:21 | stanislava.chlapikova@vacuumschmelze.com | File: 010527-2026-05-07mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-05-07 14:15:21 | office@gavaplast.sk | File: 010527-2026-05-07mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-05-07 14:15:21 | nataliya.raykher@semecs.com | File: 010527-2026-05-07mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-05-07 14:15:21 | vavrik@slovizol.sk | File: 010527-2026-05-07mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-05-07 14:15:22 | martin.parizek@diamondfish.eu | File: 010527-2026-05-07mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-05-07 14:15:22 | personalne@ro-bi.sk | File: 010527-2026-05-07mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-05-07 14:15:22 | galkova@ilana.sk | File: 010527-2026-05-07mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-05-07 14:15:22 | r.takac@gmail.com | File: 010527-2026-05-07mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-05-07 14:15:22 | kariera@lidl.sk | File: 010527-2026-05-07mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-05-07 14:15:22 | nafitranssro@gmail.com | File: 010527-2026-05-07mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-05-07 14:15:22 | kachmanova@opatrimevas.sk | File: 010527-2026-05-07mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-05-07 14:15:22 | nafitranssro@gmail.com | File: 010527-2026-05-07mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-05-07 14:15:22 | pgiceter@gmail.com | File: 010527-2026-05-07mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-05-07 14:15:22 | pgiceter@gmail.com | File: 010527-2026-05-07mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-05-07 14:15:22 | m.bohus@kbfgroup.sk | File: 010527-2026-05-07mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-05-07 14:15:22 | stanislava.chlapikova@vacuumschmelze.com | File: 010527-2026-05-07mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-05-07 14:15:22 | praca@workpower.sk | File: 010527-2026-05-07mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-05-07 14:15:22 | asistent@okmont.sk | File: 010527-2026-05-07mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-05-07 14:15:22 | zora.siskova@saneca.com | File: 010527-2026-05-07mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-05-07 14:15:22 | info@stomatologiaaupark.sk | File: 010527-2026-05-07mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-05-07 14:15:22 | info@hanacek.sk | File: 010527-2026-05-07mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-05-07 14:15:22 | v.bobakova@transferpersonal.sk | File: 010527-2026-05-07mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-05-07 14:15:22 | info@hanacek.sk | File: 010527-2026-05-07mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-05-07 14:15:22 | petra.olajcova@mws.eu | File: 010527-2026-05-07mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-05-07 14:15:22 | manager@hoteljelen.sk | File: 010527-2026-05-07mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-05-07 14:15:22 | kariera@berto.sk | File: 010527-2026-05-07mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-05-07 14:15:22 | personal@szss-nitra.sk | File: 010527-2026-05-07mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-05-07 14:15:22 | buknovakatarina@gmail.com | File: 010527-2026-05-07mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-05-07 14:15:22 | employment@slovakiainvest.sk | File: 010527-2026-05-07mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-05-07 14:15:22 | lopex@lopex.sk | File: 010527-2026-05-07mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-05-07 14:15:22 | ohotnik75d@gmail.com | File: 010527-2026-05-07mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-05-07 14:15:22 | personalne@hksforge.sk | File: 010527-2026-05-07mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-05-07 14:15:22 | personalne@hksforge.sk | File: 010527-2026-05-07mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-05-07 14:15:22 | mariana@phockaren.sk | File: 010527-2026-05-07mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-05-07 14:15:22 | personalne@hksforge.sk | File: 010527-2026-05-07mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-05-07 14:15:22 | personalne@hksforge.sk | File: 010527-2026-05-07mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-05-07 14:15:22 | riaditelka@stary-gympel.sk | File: 010527-2026-05-07mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-05-07 14:15:22 | krp@krp.sk | File: 010527-2026-05-07mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-05-07 14:15:22 | katka.imreczeova@lvdgroup.com | File: 010527-2026-05-07mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-05-07 14:15:22 | hunganhcp92@gmail.com | File: 010527-2026-05-07mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-05-07 14:15:22 | janmravik@mas.sk | File: 010527-2026-05-07mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-05-07 14:15:22 | mirko.kasubjak@kamir.sk | File: 010527-2026-05-07mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-05-07 14:15:22 | a.zsigoova@aztrans.sk | File: 010527-2026-05-07mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-05-07 14:15:22 | office@nm-steel.eu | File: 010527-2026-05-07mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-05-07 14:15:22 | socialnypodnik.bs@gmail.com | File: 010527-2026-05-07mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-05-07 14:15:22 | office@nm-steel.eu | File: 010527-2026-05-07mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-05-07 14:15:22 | mirko.kasubjak@kamir.sk | File: 010527-2026-05-07mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-05-07 14:15:22 | info@xxlservis.sk | File: 010527-2026-05-07mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-05-07 14:15:22 | personalne@hksforge.sk | File: 010527-2026-05-07mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-05-07 14:15:22 | personalne@hksforge.sk | File: 010527-2026-05-07mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-05-07 14:15:22 | tthuong71@gmail.com | File: 010527-2026-05-07mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-05-07 14:15:22 | tthuong71@gmail.com | File: 010527-2026-05-07mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-05-07 14:15:22 | tthuong71@gmail.com | File: 010527-2026-05-07mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-05-07 14:15:22 | yvet67@gmail.com | File: 010527-2026-05-07mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-05-07 14:15:22 | farmhouse@farmhouse.sk | File: 010527-2026-05-07mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-05-07 14:15:23 | tthuong71@gmail.com | File: 010527-2026-05-07mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-05-07 14:15:23 | tthuong71@gmail.com | File: 010527-2026-05-07mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-05-07 14:15:23 | tthuong71@gmail.com | File: 010527-2026-05-07mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-05-07 14:15:23 | yvet67@gmail.com | File: 010527-2026-05-07mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-05-07 14:15:23 | farmhouse@farmhouse.sk | File: 010527-2026-05-07mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-05-07 14:15:23 | marianhorensky@gmail.com | File: 010527-2026-05-07mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-05-07 14:15:23 | martinyuk627@gmail.com | File: 010527-2026-05-07mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-05-07 14:15:23 | ra17@sk.mcd.com | File: 010527-2026-05-07mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-05-07 14:15:23 | vuvanhuynh686@gmail.com | File: 010527-2026-05-07mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-05-07 14:15:23 | richard.horecny@gmail.com | File: 010527-2026-05-07mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-05-07 14:15:23 | goeast.sk@gmail.com | File: 010527-2026-05-07mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-05-07 14:15:23 | frederika.kozub@meggle.com | File: 010527-2026-05-07mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-05-07 14:15:23 | krasnov241286@gmail.com | File: 010527-2026-05-07mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-05-07 14:15:23 | kdornerova@gmail.com | File: 010527-2026-05-07mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-05-07 14:15:23 | frederika.kozub@meggle.com | File: 010527-2026-05-07mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-05-07 14:15:23 | ddjordjevic@ia.co.rs | File: 010527-2026-05-07mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-05-07 14:15:23 | filkorninfo@gmail.com | File: 010527-2026-05-07mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-05-07 14:15:23 | snadikova@filharmonia.sk | File: 010527-2026-05-07mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-05-07 14:15:23 | frederika.kozub@meggle.com | File: 010527-2026-05-07mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-05-07 14:15:23 | office.sk@ia.co.rs | File: 010527-2026-05-07mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-05-07 14:15:23 | frederika.kozub@meggle.com | File: 010527-2026-05-07mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-05-07 14:15:23 | martin.sladecek2@huawei.com | File: 010527-2026-05-07mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-05-07 14:15:23 | martin.sladecek2@huawei.com | File: 010527-2026-05-07mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-05-07 14:15:23 | bianka.kerepeczkiova@whc-slovakia.com | File: 010527-2026-05-07mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-05-07 14:15:23 | 3ple@3plecentrum.sk | File: 010527-2026-05-07mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-05-07 14:15:23 | p.sobkovcikova@billa.sk | File: 010527-2026-05-07mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-05-07 14:15:23 | kirosgroupsro@gmail.com | File: 010527-2026-05-07mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-05-07 14:15:23 | anamitsro@gmail.com | File: 010527-2026-05-07mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-05-07 14:15:23 | longauerovaa@nspbb.sk | File: 010527-2026-05-07mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-05-07 14:15:23 | info@stomatologiaaupark.sk | File: 010527-2026-05-07mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-05-07 14:15:23 | rudolfherda@gmail.com | File: 010527-2026-05-07mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-05-07 14:15:23 | quanle.sk@gmail.com | File: 010527-2026-05-07mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-05-07 14:15:23 | stojakovic.aleksa1990@gmail.com | File: 010527-2026-05-07mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-05-07 14:15:23 | asistentka@panbi.sk | File: 010527-2026-05-07mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-05-07 14:15:23 | rolnickedruzstvomajdan@gmail.com | File: 010527-2026-05-07mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-05-07 14:15:23 | luciacigerova@gmail.com | File: 010527-2026-05-07mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-05-07 14:15:23 | pavela.roman@seznam.cz | File: 010527-2026-05-07mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-05-07 14:15:23 | pavela.roman@seznam.cz | File: 010527-2026-05-07mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-05-07 14:15:23 | pavela.roman@seznam.cz | File: 010527-2026-05-07mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-05-07 14:15:23 | pavela.roman@seznam.cz | File: 010527-2026-05-07mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-05-07 14:15:23 | kazumi@kazumi.sk | File: 010527-2026-05-07mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-05-07 14:15:23 | personalne@vijofel.sk | File: 010527-2026-05-07mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-05-07 14:15:23 | kariera@berto.sk | File: 010527-2026-05-07mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-05-07 14:15:23 | lukas.simulcik@gmail.com | File: 010527-2026-05-07mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-05-07 14:15:23 | restauracia@kaveria.sk | File: 010527-2026-05-07mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-05-07 14:15:23 | zamestnanie.spa.company@gmail.com | File: 010527-2026-05-07mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-05-07 14:15:23 | buzek@std.sk | File: 010527-2026-05-07mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-05-07 14:15:23 | igemobilitysro@gmail.com | File: 010527-2026-05-07mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-05-07 14:15:24 | mzdove@charitatt.sk | File: 010527-2026-05-07mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-05-07 14:15:24 | andrej.duricek@seniorvrutky.sk | File: 010527-2026-05-07mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-05-07 14:15:24 | snadikova@filharmonia.sk | File: 010527-2026-05-07mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-05-07 14:15:24 | praca@hrbusiness.sk | File: 010527-2026-05-07mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-05-07 14:15:24 | personalne@ekofarmavazec.sk | File: 010527-2026-05-07mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-05-07 14:15:24 | stevanovicn72@gmail.com | File: 010527-2026-05-07mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-05-07 14:15:24 | szabo.tereza@gmail.com | File: 010527-2026-05-07mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-05-07 14:15:24 | yanyi674015@qq.com | File: 010527-2026-05-07mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-05-07 14:15:24 | l.szaboova@sgs-industrial.com | File: 010527-2026-05-07mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-05-07 14:15:24 | info@mienhut.sk | File: 010527-2026-05-07mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-05-07 14:15:24 | lukas.zachar@manpower.sk | File: 010527-2026-05-07mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-05-07 14:15:24 | br.rusnak17@gmail.com | File: 010527-2026-05-07mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-05-07 14:15:24 | teoteo@pobox.sk | File: 010527-2026-05-07mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-05-07 14:15:24 | office@botanicfood.eu | File: 010527-2026-05-07mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-05-07 14:15:24 | office@botanicfood.eu | File: 010527-2026-05-07mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-05-07 14:15:24 | stevanovicn72@gmail.com | File: 010527-2026-05-07mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-05-07 14:15:24 | office@agconsulting.sk | File: 010527-2026-05-07mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-05-07 14:15:24 | ballabasova@titrans.sk | File: 010527-2026-05-07mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-05-07 14:15:24 | rballabas@titrans.sk | File: 010527-2026-05-07mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-05-07 14:15:24 | zsolt.haboczki@gmail.com | File: 010527-2026-05-07mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
2026-05-07 14:15:24 | nika.jrmk@gmail.com | File: 010527-2026-05-07mail.txt | SenderID: 2 | Status: Skipped: Cooldown/Blocked
